dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.095238095	0.010680157	0.047619048	0.0095559303	58	0.0041474992	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0048250873	50	1	0.85956977	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.15064643	0.010680157	0.10511523	0.0095559303	9850	0.014794617	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.014763206	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	0.4	0.06014615	0.2	0.041034289	11	0.059783027	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.080188737	50	1	0.74552898	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.080944351	0.06014615	0.059021922	0.041034289	9850	0.044767373	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.044672328	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	1.2	0.4	0.4	0.2	2	0.5273339	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.031640034	0	0.019607843	16.666667	0.12
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	CD44	SPP1	1.2	0.047619048	0.4	0.047619048	4	0.091967881	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0079216821	0	0.019607843	11.60964	0.2
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	1.2	0.4317032	0.4	0.25126476	11	1.2872906	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.7266808	50	1	0.74552899	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	SPP1	CD44	SPP1	1.3809524	0.4	0.57142857	0.2	4	0.88902285	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.076576261	0	0.019607843	11.60964	0.2
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	1.3809524	0.047619048	0.57142857	0.047619048	20	0.20020669	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.031483857	0	0.019607843	6.3590268	1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	1.3809524	0.4317032	0.57142857	0.25126476	58	2.4308711	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.8280092	50	1	0.85956972	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	0.37886453	0.4	0.20910624	0.2	11	0.3765772	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.5051141	50	1	0.74552899	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	0.37886453	0.047619048	0.20910624	0.047619048	58	0.073563539	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.085581816	50	1	0.85956973	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.37886453	0.4317032	0.20910624	0.25126476	9850	1.5039606	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.5007675	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	SPP1	ITGAV	SPP1	1.2	0.047619048	0.4	0.047619048	4	0.091967881	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0079216821	0	0.019607843	11.60964	0.2
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	1.2	0.18999438	0.4	0.13434514	11	0.56654195	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.75991943	50	1	0.74552897	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	1.3809524	0.047619048	0.57142857	0.047619048	20	0.20020669	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.031483857	0	0.019607843	6.3590268	1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	1.3809524	0.18999438	0.57142857	0.13434514	58	1.0698365	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.2446187	50	1	0.85956971	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	0.37886453	0.047619048	0.20910624	0.047619048	58	0.073563539	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.085581816	50	1	0.85956973	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.37886453	0.18999438	0.20910624	0.13434514	9850	0.66189932	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.66049404	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	MIF	CD74	MIF	0.095238095	0.8	0.047619048	0.6	4	0.12262384	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.010562243	0	0.019607843	11.60964	0.2
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	0.095238095	0.85714286	0.047619048	0.33333333	20	0.24853244	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.039083408	0	0.019607843	6.3590269	1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	0.095238095	2.5401911	0.047619048	0.63968522	58	0.98644994	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.147609	50	1	0.85956974	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	MIF	CD74	MIF	0.095238095	3	0.047619048	1	1	0.19804205	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.007921682	2	0.058823529	25	0.04
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	0.68409219	0.8	0.33783024	0.6	11	1.3599242	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.8241064	50	1	0.74552899	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	0.68409219	0.85714286	0.33783024	0.33333333	58	2.3909241	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.781536	50	1	0.85956971	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.68409219	2.5401911	0.33783024	0.63968522	9850	15.978951	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	15.945026	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	MIF	CD74	MIF	0.68409219	3	0.33783024	1	4	3.3030117	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.7675388	48	0.96078431	0.87670276	5.4
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.0089938168	0.042158516	0.0067453626	0.030354132	9850	0.0034865555	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0034791532	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.068015739	0.046655424	0.051152333	0.03485104	9850	0.029179564	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.029117613	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.015177066	0.013490725	0.011804384	0.010680157	9850	0.00188274	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0018787427	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	HBEGF	EGFR	EGF/ERBB	0.014614952	0.043844857	0.011242271	0.03485104	9850	0.0058922789	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0058797689	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	1.8	0.023608769	0.6	0.021922428	11	0.10559806	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.14164179	50	1	0.745529	27.1
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.38095238	0.023608769	0.28571429	0.021922428	58	0.036672625	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.042663932	50	1	0.85956974	113.94
GSE292299	GSM8855716_NSCLC_P14	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	39.115795	0.023608769	0.96795953	0.021922428	9850	8.4916629	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	8.4736341	0	0.019607843	1.0021276	9659.56
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.31632653	0.48979592	0.2755102	0.34693878	196	0.81855551	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.19928474	0	0.019607843	4.1074671	3.36
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR1	TGFB	0.31632653	0.78421533	0.2755102	0.5	33	0.87477761	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.1380693	50	1	0.76865059	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.31632653	0.27227646	0.2755102	0.20796529	54	0.34514467	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.48666745	50	1	0.70920024	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR1	TGFB	0.31632653	0.0625	0.2755102	0.0625	4	0.031819244	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.014542618	3	0.078431373	2.1879997	1.34
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR1	TGFB	0.7504562	0.48979592	0.48357664	0.34693878	33	1.2961857	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.6863133	50	1	0.76865059	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR1	TGFB	0.7504562	0.78421533	0.48357664	0.5	7146	5.2227835	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	4.5188204	0	0.019607843	1.1557847	2160.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.7504562	0.27227646	0.48357664	0.20796529	557	1.2922661	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.7903316	50	1	0.72180265	6385.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR1	TGFB	0.7504562	0.0625	0.48357664	0.0625	30	0.16106606	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.16454719	37	0.74509804	0.97884419	32.72
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR1	TGFB	0.22733612	0.48979592	0.17898652	0.34693878	54	0.44620976	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.62917317	50	1	0.70920024	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR1	TGFB	0.22733612	0.78421533	0.17898652	0.5	557	1.1275097	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.5620747	50	1	0.72180267	6385.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.22733612	0.27227646	0.17898652	0.20796529	32056	0.64221137	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.60916333	0	0.019607843	1.0542515	18794.56
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR1	TGFB	0.22733612	0.0625	0.17898652	0.0625	56	0.057445725	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.064474134	50	1	0.8909887	92.8
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	TGFB1	TGFBR1	TGFB	0.03125	0.48979592	0.03125	0.34693878	4	0.024634254	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.011258801	0	0.019607843	2.1879997	1.34
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	TGFB1	TGFBR1	TGFB	0.03125	0.78421533	0.03125	0.5	30	0.084155794	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.085974657	37	0.74509804	0.9788442	32.72
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.03125	0.27227646	0.03125	0.20796529	56	0.034400865	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.038609767	50	1	0.89098868	92.8
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	TGFB1	TGFBR1	TGFB	0.03125	0.0625	0.03125	0.0625	16	0.0055336198	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.00037641391	0	0.019607843	14.700891	0.4
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.31632653	0.60204082	0.2755102	0.41836735	196	1.0061412	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.24495416	0	0.019607843	4.1074673	3.36
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	TGFB1	TGFBR2	TGFB	0.31632653	3.0775547	0.2755102	0.84899635	33	3.432955	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	4.4662101	50	1	0.76865059	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.31632653	1.5484271	0.2755102	0.63985743	54	1.9628261	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.7676615	50	1	0.70920021	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	TGFB1	TGFBR2	TGFB	0.31632653	0.21875	0.2755102	0.125	4	0.11136736	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.050899164	0	0.019607843	2.1879998	1.34
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	TGFB1	TGFBR2	TGFB	0.7504562	0.60204082	0.48357664	0.41836735	33	1.5932283	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	2.0727601	50	1	0.76865061	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	TGFB1	TGFBR2	TGFB	0.7504562	3.0775547	0.48357664	0.84899635	7146	20.496159	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	17.733544	0	0.019607843	1.1557847	2160.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.7504562	1.5484271	0.48357664	0.63985743	557	7.3490741	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	10.181556	50	1	0.72180266	6385.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	TGFB1	TGFBR2	TGFB	0.7504562	0.21875	0.48357664	0.125	30	0.56373122	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.57591516	33	0.66666667	0.9788442	32.72
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	TGFB1	TGFBR2	TGFB	0.22733612	0.60204082	0.17898652	0.41836735	54	0.54846616	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.77335869	50	1	0.70920023	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	TGFB1	TGFBR2	TGFB	0.22733612	3.0775547	0.17898652	0.84899635	557	4.4247705	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	6.1301663	50	1	0.72180269	6385.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.22733612	1.5484271	0.17898652	0.63985743	32056	3.6522345	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.4642914	0	0.019607843	1.0542515	18794.56
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	TGFB1	TGFBR2	TGFB	0.22733612	0.21875	0.17898652	0.125	56	0.20106004	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.22565947	50	1	0.89098871	92.8
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	TGFB1	TGFBR2	TGFB	0.03125	0.60204082	0.03125	0.41836735	4	0.030279604	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.013838943	0	0.019607843	2.1879997	1.34
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	TGFB1	TGFBR2	TGFB	0.03125	3.0775547	0.03125	0.84899635	30	0.33025886	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.33739676	33	0.66666667	0.9788442	32.72
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.03125	1.5484271	0.03125	0.63985743	56	0.19563657	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.21957245	50	1	0.8909887	92.8
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	TGFB1	TGFBR2	TGFB	0.03125	0.21875	0.03125	0.125	16	0.019367669	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.0013174487	0	0.019607843	14.70089	0.4
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.41836735	0.93877551	0.30612245	0.54081633	196	2.0749942	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.5051761	0	0.019607843	4.1074671	3.36
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.41836735	3.5132299	0.30612245	0.87682482	33	5.1831176	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	6.7431388	50	1	0.76865058	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.41836735	0.83031148	0.30612245	0.44088021	54	1.3920482	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	1.9628423	50	1	0.70920022	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CXCL12	CXCR4	CXCL chemokine	0.41836735	0.1875	0.30612245	0.125	4	0.12625055	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	0.057701357	3	0.078431373	2.1879997	1.34
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	5.6382299	0.93877551	0.88093066	0.54081633	33	18.66514	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	24.282997	50	1	0.7686506	97.62
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	5.6382299	3.5132299	0.88093066	0.87682482	7146	175.7886	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	152.09459	0	0.019607843	1.1557847	2160.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	5.6382299	0.83031148	0.88093066	0.44088021	557	29.607405	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	41.018696	50	1	0.72180268	6385.48
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CXCL12	CXCR4	CXCL chemokine	5.6382299	0.1875	0.88093066	0.125	30	3.6303018	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	3.7087636	33	0.66666667	0.97884421	32.72
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	2.3252751	0.93877551	0.70773284	0.54081633	54	8.7476528	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	12.334532	50	1	0.70920021	283.68
GSE292299	GSM8855717_NSCLC_P15	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	2.3252751	3.5132299	0.70773284	0.87682482	557	51.665117	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spatial_coordinate_permutation	50	71.577898	50	1	0.72180265	6385.48
