dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs	null_mean_ligand_mean_sender	null_mean_receptor_mean_receiver
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.032258065	0.65601346	0.032258065	0.27922624	3	0.029336379	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.26206339	29	0.96774194	0.11194383	19.433333	0.14086022	0.61892347
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.45752733	0.57854918	0.21362489	0.3106364	266	1.4789562	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.77633103	0	0.032258065	1.9050587	1374.5	0.17176899	0.62584186
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	0.45752733	1.3870968	0.21362489	0.12903226	3	0.87979049	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.32184996	0	0.032258065	2.7335423	19.433333	0.17176899	0.63548387
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.45752733	0.65601346	0.21362489	0.27922624	2212	2.3117411	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.70124574	0	0.032258065	3.2966205	722.86667	0.17176899	0.61892347
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.096573209	0.020916778	0.075211393	0.019136627	5406	0.017362811	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.024386881	29	0.96774194	0.71197342	2582.9333	0.13379321	0.023186471
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.096573209	0.027754415	0.075211393	0.025231287	266	0.014975687	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.022117079	29	0.96774194	0.67710961	1374.5	0.13379321	0.022932436
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.21614802	0.020916778	0.1118587	0.019136627	266	0.025260623	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.022746165	9	0.32258065	1.1105443	1374.5	0.13563218	0.023186471
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.21614802	0.027754415	0.1118587	0.025231287	2212	0.046205402	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.020538175	0	0.032258065	2.2497326	722.86667	0.13563218	0.022932436
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.3070761	0.0044503783	0.22029372	0.0044503783	5406	0.011746583	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.063690877	30	1	0.18443117	2582.9333	0.56589527	0.014315383
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.3070761	0.037005887	0.22029372	0.032800673	266	0.063491391	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.059966635	13	0.4516129	1.0587786	1374.5	0.56589527	0.014690216
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.096774194	0.037005887	0.096774194	0.032800673	3	0.004964618	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.026933628	29	0.96774194	0.18432786	19.433333	0.62043011	0.014690216
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	1.2657696	0.0044503783	0.39781329	0.0044503783	266	0.031473828	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.058785361	30	1	0.53540248	1374.5	0.56801234	0.014315383
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	1.2657696	0.037005887	0.39781329	0.032800673	2212	0.3607737	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.055049248	0	0.032258065	6.5536536	722.86667	0.56801234	0.014690216
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	1.8144192	0.037828215	0.51401869	0.033822875	5406	0.58995936	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.46861203	0	0.032258065	1.2589505	2582.9333	1.1745883	0.050778816
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	1.8144192	0.090832632	0.51401869	0.060555088	266	0.92082593	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.44644478	0	0.032258065	2.0625752	1374.5	1.1745883	0.05262125
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	VEGFA	KDR	VEGF	0.16129032	0.032258065	0.064516129	0.032258065	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.023549858	4	0.16129032	0.24271845	0.33333333	1.3139785	0.049462366
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	VEGFA	KDR	VEGF	0.16129032	0.090832632	0.064516129	0.060555088	3	0.020309801	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.20871389	30	1	0.097309293	19.433333	1.3139785	0.05262125
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.51976451	0.037828215	0.21110177	0.033822875	266	0.10985516	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.41777419	30	1	0.26295344	1374.5	1.1393328	0.050778816
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	VEGFA	KDR	VEGF	0.51976451	0.032258065	0.21110177	0.032258065	3	0.023243439	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.16360227	19	0.64516129	0.14207284	19.433333	1.1393328	0.049462366
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.51976451	0.090832632	0.21110177	0.060555088	2212	0.3636285	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.39577915	19	0.64516129	0.91876619	722.86667	1.1393328	0.05262125
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	CD44	SPP1	3.4744103	5.3186471	0.68224299	0.81931464	5406	158.83671	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	87.867975	0	0.032258065	1.8076746	2582.9333	2.9569352	3.7795728
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	CD44	SPP1	3.4744103	2.1009251	0.68224299	0.49285114	266	40.783988	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	80.935176	30	1	0.5039093	1374.5	2.9569352	3.7877488
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	CD44	SPP1	0.25806452	0.93548387	0.16129032	0.19354839	2	0.2652217	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.1320167	5	0.19354839	0.084680805	0.33333333	3.3569892	4.0623656
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	CD44	SPP1	0.25806452	2.1009251	0.16129032	0.49285114	3	0.75161308	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	37.6017	30	1	0.019988806	19.433333	3.3569892	3.7877488
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	CD44	SPP1	2.7544155	5.3186471	0.37931034	0.81931464	266	81.851873	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	79.598929	11	0.38709677	1.0283037	1374.5	2.9152789	3.7795728
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	CD44	SPP1	2.7544155	0.93548387	0.37931034	0.19354839	3	3.5720803	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	35.373782	30	1	0.10098101	19.433333	2.9152789	4.0623656
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	2.7544155	2.1009251	0.37931034	0.49285114	2212	44.570697	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	72.797511	30	1	0.61225578	722.86667	2.9152789	3.7877488
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	SPP1	ITGAV	SPP1	3.4744103	1.1949266	0.68224299	0.50645305	5406	35.685429	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	24.444076	0	0.032258065	1.4598804	2582.9333	2.9569352	1.0509717
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	SPP1	ITGAV	SPP1	3.4744103	1.1244743	0.68224299	0.33641716	266	21.82874	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	22.367744	17	0.58064516	0.97590262	1374.5	2.9569352	1.0473507
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	SPP1	ITGAV	SPP1	0.25806452	0.096774194	0.16129032	0.096774194	2	0.027436727	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.94656709	5	0.19354839	0.028985507	0.33333333	3.3569892	1.1311828
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	SPP1	ITGAV	SPP1	0.25806452	1.1244743	0.16129032	0.33641716	3	0.4022845	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	10.435647	30	1	0.038549072	19.433333	3.3569892	1.0473507
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	SPP1	ITGAV	SPP1	2.7544155	1.1949266	0.37931034	0.50645305	266	18.389447	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	22.123653	30	1	0.83121206	1374.5	2.9152789	1.0509717
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	SPP1	ITGAV	SPP1	2.7544155	0.096774194	0.37931034	0.096774194	3	0.36952555	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	9.8669821	30	1	0.037450717	19.433333	2.9152789	1.1311828
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	2.7544155	1.1244743	0.37931034	0.33641716	2212	23.855493	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	20.145683	3	0.12903226	1.1841491	722.86667	2.9152789	1.0473507
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	MIF	CD74	MIF	19.200712	1.8433467	0.93502448	0.60302626	5406	304.22364	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	318.02674	23	0.77419355	0.95659767	2582.9333	13.443436	3.010221
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	MIF	CD74	MIF	19.200712	5.9739277	0.93502448	0.62489487	266	640.8779	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	292.74032	0	0.032258065	2.1892369	1374.5	13.443436	3.0139893
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	MIF	CD74	MIF	3.3548387	5.3870968	0.35483871	0.29032258	2	19.855045	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	8.6635658	5	0.19354839	2.2917867	0.33333333	14.63871	2.8473118
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	MIF	CD74	MIF	3.3548387	5.9739277	0.35483871	0.62489487	3	27.783507	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	132.40791	30	1	0.20983268	19.433333	14.63871	3.0139893
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	MIF	CD74	MIF	7.4558452	1.8433467	0.68208579	0.60302626	266	76.789512	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	291.16753	30	1	0.26372966	1374.5	13.384188	3.010221
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	MIF	CD74	MIF	7.4558452	5.3870968	0.68208579	0.29032258	3	55.681012	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	114.46196	29	0.96774194	0.48645865	19.433333	13.384188	2.8473118
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	7.4558452	5.9739277	0.68208579	0.62489487	2212	343.05697	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	265.82047	0	0.032258065	1.2905589	722.86667	13.384188	3.0139893
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	DLL4	NOTCH1	NOTCH	0.1352915	0.80418336	0.11125946	0.35914553	5406	0.93517781	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.54777949	0	0.032258065	1.7072158	2582.9333	0.12158433	0.57347575
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.1352915	0.36921783	0.11125946	0.17830109	266	0.27909443	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.50861649	30	1	0.54873256	1374.5	0.12158433	0.57903
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	DLL4	NOTCH1	NOTCH	0.032258065	0.16129032	0.032258065	0.096774194	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.021339677	5	0.19354839	0.26785715	0.33333333	0.1311828	0.62365591
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.032258065	0.36921783	0.032258065	0.17830109	3	0.016511116	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.2252474	30	1	0.073302137	19.433333	0.1311828	0.57903
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	DLL4	NOTCH1	NOTCH	0.13793103	0.80418336	0.077375946	0.35914553	266	0.61974791	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.49102405	0	0.032258065	1.2621539	1374.5	0.11844687	0.57347575
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	DLL4	NOTCH1	NOTCH	0.13793103	0.16129032	0.077375946	0.096774194	3	0.030840809	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.21957626	30	1	0.14045603	19.433333	0.11844687	0.62365591
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	DLL4	NOTCH1	NOTCH	0.13793103	0.36921783	0.077375946	0.17830109	2212	0.39224197	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.45261764	25	0.83870968	0.86660778	722.86667	0.11844687	0.57903
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.5046729	0.56252781	0.3035158	0.3235425	5406	2.4401841	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.5066782	0	0.032258065	1.6195788	2582.9333	0.41796469	0.45862632
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.5046729	0.38183347	0.3035158	0.21446594	266	1.0766684	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.3752345	30	1	0.78289806	1374.5	0.41796469	0.45539669
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	immune	JAG1	NOTCH2	NOTCH	0.032258065	0.16129032	0.032258065	0.064516129	2	0.0057159849	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.04671865	5	0.19354839	0.1223491	0.33333333	0.46451613	0.47634409
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	immune	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.032258065	0.38183347	0.032258065	0.21446594	3	0.017075277	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.62836976	30	1	0.027173932	19.433333	0.46451613	0.45539669
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	JAG1	NOTCH2	NOTCH	0.44659378	0.56252781	0.21194281	0.3235425	266	1.4036365	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.3835574	12	0.41935484	1.0145127	1374.5	0.41752173	0.45862632
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	immune	JAG1	NOTCH2	NOTCH	0.44659378	0.16129032	0.21194281	0.064516129	3	0.099856522	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.59920419	30	1	0.16664857	19.433333	0.41752173	0.47634409
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.44659378	0.38183347	0.21194281	0.21446594	2212	1.3133971	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.2549717	10	0.35483871	1.0465552	722.86667	0.41752173	0.45539669
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.39118825	0.95282599	0.24566088	0.42011571	5406	3.2038192	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.1009103	0	0.032258065	1.5249672	2582.9333	0.43319982	0.61683726
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	WNT5A	FZD5	WNT	0.39118825	0.23296888	0.24566088	0.12531539	266	0.50919217	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.924578	30	1	0.26457342	1374.5	0.43319982	0.61494253
GSE283052	GSM8655158_P04	colorectal cancer	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	WNT5A	FZD5	WNT	0.5862069	0.95282599	0.14550042	0.42011571	266	3.1207754	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.9376248	0	0.032258065	1.6106191	1374.5	0.43473507	0.61683726
