variant	rank_in_variant	candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_v3	confidence_tier_pilot_v3	all_null_gates	both_external	target_activation_support	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight
no_external	17	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.938107	high_pilot_v3	True	True	1		0.922633426875				
no_external	18	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.937965	high_pilot_v3	True	True	0		0.92245587				
no_external	19	GSE283052|GSM8655160_P07|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	0.937894	high_pilot_v3	True	True	0		0.9223670925				
no_external	20	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.937681	high_pilot_v3	True	True	1		0.9221007562500001				
no_external	21	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.937468	high_pilot_v3	True	True	0		0.921834421875				
no_external	22	GSE292299|GSM8855709_NSCLC_P7|immune|immune|SPP1|ITGAV|SPP1	GSE292299	GSM8855709_NSCLC_P7	NSCLC	immune	immune	SPP1	ITGAV	SPP1	0.937432	high_pilot_v3	True	True	0		0.92179003125				
no_external	23	GSE292299|GSM8855717_NSCLC_P15|immune|immune|MIF|CD74|MIF	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	MIF	CD74	MIF	0.937361	high_pilot_v3	True	True	1		0.92170125375				
no_external	24	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.937148	high_pilot_v3	True	True	1		0.9214349175000001				
no_external	25	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.937136	high_pilot_v3	True	True	1		0.9214193887500001				
no_external	26	GSE283052|GSM8655165_P15|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655165_P15	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.937041	high_pilot_v3	True	True	1		0.92130175125				
no_external	27	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.936509	high_pilot_v3	True	True	1		0.9206359125				
no_external	28	GSE292299|GSM8855719_DLBCL_P1|immune|immune|MIF|CD74|MIF	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	MIF	CD74	MIF	0.936402	high_pilot_v3	True	True	1		0.920502744375				
no_external	29	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.936291	high_pilot_v3	True	True	0		0.9203643312500001				
no_external	30	GSE292299|GSM8855704_NSCLC_P2|tumor_like|immune|MIF|CD74|MIF	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	immune	MIF	CD74	MIF	0.936154	high_pilot_v3	True	True	0		0.92019202125				
no_external	31	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.936047	high_pilot_v3	True	True	0		0.920058853125				
no_external	32	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.936012	high_pilot_v3	True	True	1		0.920014464375				
no_external	33	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.935763	high_pilot_v3	True	True	1		0.9197037393749999				
no_external	34	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.935266	high_pilot_v3	True	True	1		0.91908229125				
no_external	35	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	SPP1	CD44	SPP1	0.9348	high_pilot_v3	True	True	0		0.9184999850000001				
no_external	36	GSE292299|GSM8855708_NSCLC_P6|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855708_NSCLC_P6	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.934698	high_pilot_v3	True	True	1		0.91837206375				
no_external	37	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.934662	high_pilot_v3	True	True	1		0.918327675				
no_external	38	GSE283052|GSM8655158_P04|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.934378	high_pilot_v3	True	True	1		0.91797256125				
no_external	39	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.934295	high_pilot_v3	True	True	0		0.9178682531250001				
no_external	40	GSE292299|GSM8855717_NSCLC_P15|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.933845	high_pilot_v3	True	True	0		0.9173067225				
no_external	41	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.933561	high_pilot_v3	True	True	1		0.9169516087499999				
no_external	42	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.933313	high_pilot_v3	True	True	1		0.9166408837500001				
no_external	43	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932958	high_pilot_v3	True	True	0		0.9161969925				
no_external	44	GSE283052|GSM8655160_P07|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932851	high_pilot_v3	True	True	0		0.916063824375				
no_external	45	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.932638	high_pilot_v3	True	True	1		0.91579749				
no_external	46	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.932567	high_pilot_v3	True	True	0		0.915708710625				
no_external	47	GSE292299|GSM8855706_NSCLC_P4|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	immune	SPP1	CD44	SPP1	0.932531	high_pilot_v3	True	True	1		0.915664321875				
no_external	48	GSE292299|GSM8855705_NSCLC_P3|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855705_NSCLC_P3	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.932496	high_pilot_v3	True	True	0		0.915619933125				
no_external	49	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	SPP1	CD44	SPP1	0.932247	high_pilot_v3	True	True	1		0.915309208125				
no_external	50	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.931821	high_pilot_v3	True	True	1		0.9147765375000001				
no_external	51	GSE292299|GSM8855717_NSCLC_P15|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.931608	high_pilot_v3	True	True	1		0.914510203125				
no_external	52	GSE300445|GSM9060735_AdjIII-0133|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060735_AdjIII-0133	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.931537	high_pilot_v3	True	True	0		0.91442142375				
no_external	53	GSE283052|GSM8655158_P04|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.931182	high_pilot_v3	True	True	0		0.9139775325				
no_external	54	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.930969	high_pilot_v3	True	True	1		0.9137111962500001				
no_external	55	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.93072	high_pilot_v3	True	True	1		0.9134004731250001				
no_external	56	GSE283052|GSM8655166_P17|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655166_P17	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	0.930507	high_pilot_v3	True	True	0		0.9131341368750001				
no_external	57	GSE292299|GSM8855709_NSCLC_P7|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855709_NSCLC_P7	NSCLC	immune	immune	SPP1	CD44	SPP1	0.930357	high_pilot_v3	True	True	0		0.912946083125				
no_external	58	GSE292299|GSM8855703_NSCLC_P1|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	immune	immune	SPP1	CD44	SPP1	0.93033	high_pilot_v3	True	True	0		0.91291219125				
no_external	59	GSE292299|GSM8855720_DLBCL_P2|immune|immune|MIF|CD74|MIF	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	MIF	CD74	MIF	0.930259	high_pilot_v3	True	True	1		0.912823411875				
no_external	60	GSE292299|GSM8855704_NSCLC_P2|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855704_NSCLC_P2	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.929398	high_pilot_v3	True	True	1		0.91174757375				
no_external	61	GSE292299|GSM8855715_NSCLC_P13|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855715_NSCLC_P13	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.928387	high_pilot_v3	True	True	1		0.9104841168750001				
no_external	62	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927773	high_pilot_v3	True	True	1		0.9097161675000001				
no_external	63	GSE283052|GSM8655162_P10|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE283052	GSM8655162_P10	colorectal cancer	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.927595	high_pilot_v3	True	True	1		0.909494221875				
no_external	64	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927418	high_pilot_v3	True	True	1		0.9092722762500001				
no_external	65	GSE292299|GSM8855718_NSCLC_P16|tumor_like|immune|MIF|CD74|MIF	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	immune	MIF	CD74	MIF	0.827311	medium_pilot_v3	True	False	0		0.9091391081250001				
no_external	66	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.927049	high_pilot_v3	True	True	1		0.9088106587500001				
no_external	67	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.92685	high_pilot_v3	True	True	0		0.9085620487500001				
no_external	68	GSE300445|GSM9060735_AdjIII-0133|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060735_AdjIII-0133	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.926601	high_pilot_v3	True	True	0		0.9082513237500001				
no_external	69	GSE292299|GSM8855706_NSCLC_P4|immune|immune|SPP1|ITGAV|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	immune	SPP1	ITGAV	SPP1	0.92653	high_pilot_v3	True	True	1		0.90816254625				
no_external	70	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.926459	high_pilot_v3	True	True	1		0.9080737687500001				
no_external	71	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.926424	high_pilot_v3	True	True	0		0.9080293781250001				
no_external	72	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.92621	high_pilot_v3	True	True	1		0.90776304375				
no_external	73	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925977	high_pilot_v3	True	True	1		0.907471216875				
no_external	74	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925962	high_pilot_v3	True	True	1		0.9074523187500001				
no_external	75	GSE283052|GSM8655160_P07|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655160_P07	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.925926	high_pilot_v3	True	True	0		0.90740793				
no_external	76	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|MIF|CD74|MIF	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	MIF	CD74	MIF	0.925891	high_pilot_v3	True	True	1		0.9073635412500001				
no_external	77	GSE283052|GSM8655159_P05|tumor_like|tumor_like|MIF|CD74|MIF	GSE283052	GSM8655159_P05	colorectal cancer	tumor_like	tumor_like	MIF	CD74	MIF	0.925811	high_pilot_v3	True	True	0		0.9072642650000001				
no_external	78	GSE292299|GSM8855718_NSCLC_P16|immune|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	immune	tumor_like	SPP1	CD44	SPP1	0.825678	medium_pilot_v3	True	False	0		0.907097205				
no_external	79	GSE283052|GSM8655167_P18|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655167_P18	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925642	high_pilot_v3	True	True	1		0.90705281625				
no_external	80	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.925536	high_pilot_v3	True	True	0		0.906919648125				
no_external	81	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.925323	high_pilot_v3	True	True	0		0.90665331375				
no_external	82	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.925252	high_pilot_v3	True	True	1		0.9065645343750001				
no_external	83	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.925074	high_pilot_v3	True	True	1		0.9063425887500001				
no_external	84	GSE283052|GSM8655159_P05|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655159_P05	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.924648	high_pilot_v3	True	True	1		0.9058099181250001				
no_external	85	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.924506	high_pilot_v3	True	True	0		0.9056323612500001				
no_external	86	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.923156	high_pilot_v3	True	True	1		0.9039455718750001				
no_external	87	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922908	high_pilot_v3	True	True	1		0.9036348468750001				
no_external	88	GSE292299|GSM8855708_NSCLC_P6|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855708_NSCLC_P6	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922735	high_pilot_v3	True	True	0		0.9034184681250002				
no_external	89	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.922659	high_pilot_v3	True	True	1		0.90332412375				
no_external	90	GSE283052|GSM8655162_P10|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655162_P10	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.922588	high_pilot_v3	True	True	1		0.903235344375				
no_external	91	GSE300445|GSM9060735_AdjIII-0133|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060735_AdjIII-0133	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.922162	high_pilot_v3	True	True	1		0.90270267375				
no_external	92	GSE292299|GSM8855706_NSCLC_P4|immune|endothelial|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	immune	endothelial	SPP1	CD44	SPP1	0.921345	high_pilot_v3	True	True	0		0.901681723125				
no_external	93	GSE283052|GSM8655158_P04|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.921239	high_pilot_v3	True	True	0		0.901548555				
no_external	94	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.920999	medium_pilot_v3	False	True	0		0.9012489637500001				
no_external	95	GSE283052|GSM8655167_P18|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92099	high_pilot_v3	True	True	0		0.9012378300000001				
no_external	96	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.92088	high_pilot_v3	True	True	0		0.9010994168750001				
no_external	97	GSE292299|GSM8855706_NSCLC_P4|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855706_NSCLC_P4	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.920706	high_pilot_v3	True	True	1		0.90088271625				
no_external	98	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.920609	medium_pilot_v3	False	True	1		0.9007606837500001				
no_external	99	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.92003	high_pilot_v3	True	True	1		0.9000371250000001				
no_external	100	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.919792	medium_pilot_v3	False	True	1		0.8997397312500001				
no_external	101	GSE292299|GSM8855707_NSCLC_P5|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855707_NSCLC_P5	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.919747	high_pilot_v3	True	True	1		0.8996842087500001				
no_external	102	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.919403	high_pilot_v3	True	True	0		0.8992536468750001				
no_external	103	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918966	high_pilot_v3	True	True	1		0.898707645				
no_external	104	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.918398	high_pilot_v3	True	True	1		0.8979974175000001				
no_external	105	GSE283052|GSM8655166_P17|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655166_P17	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.918327	high_pilot_v3	True	True	1		0.89790864				
no_external	106	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.918216	high_pilot_v3	True	True	0		0.8977702268750001				
no_external	107	GSE300445|GSM9060732_AdjIII-0019|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060732_AdjIII-0019	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.91751	high_pilot_v3	True	True	1		0.8968876875				
no_external	108	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|MIF|CD74|MIF	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	MIF	CD74	MIF	0.917205	medium_pilot_v3	False	True	1		0.896506323125				
no_external	109	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.917084	high_pilot_v3	True	True	0		0.89635501875				
no_external	110	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.916583	high_pilot_v3	True	True	1		0.8957283218750002				
no_external	111	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.916445	high_pilot_v3	True	True	0		0.8955560118750001				
no_external	112	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.916253	high_pilot_v3	True	True	1		0.89531634				
