variant	rank_in_variant	candidate_id	dataset	sample_id	cancer	sender_compartment	receiver_compartment	ligand	receptor	pathway	full_v3	confidence_tier_pilot_v3	all_null_gates	both_external	target_activation_support	no_null	no_external	no_recurrence	no_raw_score	no_annotation	equal_weight
no_annotation	137	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.909813	medium_pilot_v3	False	True	0					0.9553481644444445	
no_annotation	138	GSE292299|GSM8855711_NSCLC_P9|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.909771	medium_pilot_v3	False	True	0					0.9553015216666666	
no_annotation	139	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.909065	medium_pilot_v3	False	True	1					0.9545161755555556	
no_annotation	140	GSE283052|GSM8655165_P15|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655165_P15	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.909023	high_pilot_v3	True	True	0					0.9544699266666666	
no_annotation	141	GSE292299|GSM8855708_NSCLC_P6|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855708_NSCLC_P6	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.908987	high_pilot_v3	True	True	0					0.95443047	
no_annotation	142	GSE292299|GSM8855719_DLBCL_P1|immune|immune|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.90872	high_pilot_v3	True	True	1					0.954133565	
no_annotation	143	GSE292299|GSM8855717_NSCLC_P15|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.908632	high_pilot_v3	True	True	0					0.9540358999999999	
no_annotation	144	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.908267	medium_pilot_v3	False	True	0					0.9536305199999999	
no_annotation	145	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.908021	high_pilot_v3	True	True	1					0.9533562750000001	
no_annotation	146	GSE292299|GSM8855717_NSCLC_P15|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	SPP1	CD44	SPP1	0.90782	high_pilot_v3	True	True	1					0.9531333350000002	
no_annotation	147	GSE292299|GSM8855717_NSCLC_P15|immune|immune|CCL2|CCR2|CCL chemokine	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	CCL2	CCR2	CCL chemokine	0.907567	high_pilot_v3	True	True	1					0.9528521883333334	
no_annotation	148	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.907242	medium_pilot_v3	False	True	1					0.952491215	
no_annotation	149	GSE292299|GSM8855715_NSCLC_P13|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855715_NSCLC_P13	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.906762	medium_pilot_v3	False	True	1					0.9519575666666668	
no_annotation	150	GSE283052|GSM8655164_P13|immune|immune|MIF|CD74|MIF	GSE283052	GSM8655164_P13	colorectal cancer	immune	immune	MIF	CD74	MIF	0.906644	high_pilot_v3	True	True	1					0.9518263033333333	
no_annotation	151	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.906626	medium_pilot_v3	False	True	0					0.9518066400000001	
no_annotation	152	GSE292299|GSM8855719_DLBCL_P1|immune|immune|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	TGFB1	TGFBR2	TGFB	0.906028	high_pilot_v3	True	True	0					0.95114173	
no_annotation	153	GSE300445|GSM9060732_AdjIII-0019|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060732_AdjIII-0019	melanoma	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.905834	medium_pilot_v3	False	True	0					0.9509267349999999	
no_annotation	154	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.905825	high_pilot_v3	True	True	1					0.9509168383333333	
no_annotation	155	GSE283052|GSM8655158_P04|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE283052	GSM8655158_P04	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.905743	medium_pilot_v3	False	True	0					0.9508258777777779	
no_annotation	156	GSE292299|GSM8855714_NSCLC_P12|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855714_NSCLC_P12	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.905294	high_pilot_v3	True	True	0					0.950326935	
no_annotation	157	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.905223	high_pilot_v3	True	True	1					0.9502480216666667	
no_annotation	158	GSE292299|GSM8855718_NSCLC_P16|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855718_NSCLC_P16	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.904856	high_pilot_v3	True	True	0					0.9498396466666669	
no_annotation	159	GSE283052|GSM8655167_P18|immune|immune|MIF|CD74|MIF	GSE283052	GSM8655167_P18	colorectal cancer	immune	immune	MIF	CD74	MIF	0.904722	high_pilot_v3	True	True	1					0.9496909577777779	
no_annotation	160	GSE283052|GSM8655158_P04|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655158_P04	colorectal cancer	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.904374	medium_pilot_v3	False	True	0					0.949304331111111	
no_annotation	161	GSE283052|GSM8655163_P11|immune|immune|MIF|CD74|MIF	GSE283052	GSM8655163_P11	colorectal cancer	immune	immune	MIF	CD74	MIF	0.903909	high_pilot_v3	True	True	1					0.9487881083333333	
no_annotation	162	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.903043	high_pilot_v3	True	True	1					0.9478253833333333	
no_annotation	163	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.90295	high_pilot_v3	True	True	1					0.9477227683333335	
no_annotation	164	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.902903	medium_pilot_v3	False	True	0					0.94767055	
no_annotation	165	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|SPP1|ITGAV|SPP1	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	SPP1	ITGAV	SPP1	0.902604	medium_pilot_v3	False	True	1					0.947338095	
no_annotation	166	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.902226	high_pilot_v3	True	True	1					0.9469178700000002	
no_annotation	167	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.902098	high_pilot_v3	True	True	1					0.9467757983333335	
no_annotation	168	GSE283052|GSM8655159_P05|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE283052	GSM8655159_P05	colorectal cancer	tumor_like	tumor_like	SPP1	CD44	SPP1	0.901965	medium_pilot_v3	False	True	0					0.9466278666666667	
no_annotation	169	GSE292299|GSM8855719_DLBCL_P1|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	SPP1	CD44	SPP1	0.901814	high_pilot_v3	True	True	1					0.9464601416666666	
no_annotation	170	GSE292299|GSM8855717_NSCLC_P15|immune|immune|SPP1|ITGAV|SPP1	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	SPP1	ITGAV	SPP1	0.901566	high_pilot_v3	True	True	1					0.9461839433333333	
no_annotation	171	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.901564	high_pilot_v3	True	True	1					0.94618199	
no_annotation	172	GSE283052|GSM8655168_P24|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655168_P24	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.901346	high_pilot_v3	True	True	1					0.9459402983333335	
no_annotation	173	GSE283052|GSM8655165_P15|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE283052	GSM8655165_P15	colorectal cancer	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.900927	high_pilot_v3	True	True	1					0.9454740011111111	
no_annotation	174	GSE283052|GSM8655164_P13|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE283052	GSM8655164_P13	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.900855	high_pilot_v3	True	True	1					0.9453948016666668	
no_annotation	175	GSE292299|GSM8855714_NSCLC_P12|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855714_NSCLC_P12	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.900705	high_pilot_v3	True	True	0					0.9452281183333334	
no_annotation	176	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.900607	high_pilot_v3	True	True	1					0.9451186016666667	
no_annotation	177	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.900426	medium_pilot_v3	False	True	1					0.9449174100000001	
no_annotation	178	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.899697	medium_pilot_v3	False	True	1					0.9441075633333332	
no_annotation	179	GSE292299|GSM8855704_NSCLC_P2|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855704_NSCLC_P2	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.899659	high_pilot_v3	True	True	0					0.9440651116666666	
no_annotation	180	GSE292299|GSM8855708_NSCLC_P6|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855708_NSCLC_P6	NSCLC	immune	immune	SPP1	CD44	SPP1	0.899583	medium_pilot_v3	False	True	0					0.9439811388888889	
no_annotation	181	GSE292299|GSM8855710_NSCLC_P8|tumor_like|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855710_NSCLC_P8	NSCLC	tumor_like	tumor_like	SPP1	CD44	SPP1	0.899484	medium_pilot_v3	False	True	0					0.9438708216666668	
no_annotation	182	GSE292299|GSM8855718_NSCLC_P16|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855718_NSCLC_P16	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.898769	medium_pilot_v3	False	True	1					0.9430767316666667	
no_annotation	183	GSE292299|GSM8855715_NSCLC_P13|stroma_fibroblast|stroma_fibroblast|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855715_NSCLC_P13	NSCLC	stroma_fibroblast	stroma_fibroblast	COL1A1	ITGA2	ECM-integrin	0.898754	medium_pilot_v3	False	True	1					0.9430596222222223	
no_annotation	184	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.89833	high_pilot_v3	True	True	0					0.9425886861111111	
no_annotation	185	GSE283052|GSM8655161_P09|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR1|TGFB	GSE283052	GSM8655161_P09	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR1	TGFB	0.898121	high_pilot_v3	True	True	1					0.9423566066666668	
no_annotation	186	GSE292299|GSM8855703_NSCLC_P1|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855703_NSCLC_P1	NSCLC	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.89773	high_pilot_v3	True	True	1					0.9419225783333333	
no_annotation	187	GSE292299|GSM8855720_DLBCL_P2|immune|immune|SPP1|CD44|SPP1	GSE292299	GSM8855720_DLBCL_P2	DLBCL	immune	immune	SPP1	CD44	SPP1	0.897553	high_pilot_v3	True	True	1					0.9417252933333333	
no_annotation	188	GSE292299|GSM8855717_NSCLC_P15|immune|immune|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855717_NSCLC_P15	NSCLC	immune	immune	TGFB1	TGFBR2	TGFB	0.897531	medium_pilot_v3	False	True	0					0.9417006816666667	
no_annotation	189	GSE300445|GSM9060735_AdjIII-0133|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060735_AdjIII-0133	melanoma	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.897475	medium_pilot_v3	False	True	0					0.9416391672222223	
no_annotation	190	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.897117	medium_pilot_v3	False	True	1					0.941241	
no_annotation	191	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR2	TGFB	0.897019	medium_pilot_v3	False	True	0					0.9411325266666666	
no_annotation	192	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	TGFB1	TGFBR1	TGFB	0.896582	medium_pilot_v3	False	True	0					0.9406471916666665	
no_annotation	193	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|EGF|EGFR|EGF/ERBB	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	EGF	EGFR	EGF/ERBB	0.896357	medium_pilot_v3	False	True	1					0.940396645	
no_annotation	194	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.895894	high_pilot_v3	True	True	1					0.9398826616666667	
no_annotation	195	GSE292299|GSM8855711_NSCLC_P9|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE292299	GSM8855711_NSCLC_P9	NSCLC	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.895604	high_pilot_v3	True	True	1					0.9395601033333333	
no_annotation	196	GSE292299|GSM8855706_NSCLC_P4|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855706_NSCLC_P4	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.895343	high_pilot_v3	True	True	0					0.9392701000000001	
no_annotation	197	GSE292299|GSM8855704_NSCLC_P2|tumor_like|tumor_like|WNT5A|FZD5|WNT	GSE292299	GSM8855704_NSCLC_P2	NSCLC	tumor_like	tumor_like	WNT5A	FZD5	WNT	0.894786	medium_pilot_v3	False	True	1					0.9386506366666667	
no_annotation	198	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.894072	medium_pilot_v3	False	True	1					0.9378575900000001	
no_annotation	199	GSE283052|GSM8655167_P18|stroma_fibroblast|stroma_fibroblast|SPP1|CD44|SPP1	GSE283052	GSM8655167_P18	colorectal cancer	stroma_fibroblast	stroma_fibroblast	SPP1	CD44	SPP1	0.894012	medium_pilot_v3	False	True	1					0.9377910455555555	
no_annotation	200	GSE292299|GSM8855705_NSCLC_P3|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855705_NSCLC_P3	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.893774	high_pilot_v3	True	True	0					0.9375270866666666	
no_annotation	201	GSE292299|GSM8855715_NSCLC_P13|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855715_NSCLC_P13	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.89326	medium_pilot_v3	False	True	0					0.9369550249999998	
no_annotation	202	GSE283052|GSM8655163_P11|stroma_fibroblast|stroma_fibroblast|TGFB1|TGFBR2|TGFB	GSE283052	GSM8655163_P11	colorectal cancer	stroma_fibroblast	stroma_fibroblast	TGFB1	TGFBR2	TGFB	0.893219	high_pilot_v3	True	True	1					0.9369095783333334	
no_annotation	203	GSE283052|GSM8655160_P07|stroma_fibroblast|stroma_fibroblast|WNT5A|FZD5|WNT	GSE283052	GSM8655160_P07	colorectal cancer	stroma_fibroblast	stroma_fibroblast	WNT5A	FZD5	WNT	0.893077	high_pilot_v3	True	True	0					0.93675175	
no_annotation	204	GSE300445|GSM9060733_AdjIII-0022|tumor_like|tumor_like|SPP1|ITGAV|SPP1	GSE300445	GSM9060733_AdjIII-0022	melanoma	tumor_like	tumor_like	SPP1	ITGAV	SPP1	0.892889	medium_pilot_v3	False	True	1					0.9365436566666667	
no_annotation	205	GSE292299|GSM8855709_NSCLC_P7|tumor_like|tumor_like|COL1A1|ITGA2|ECM-integrin	GSE292299	GSM8855709_NSCLC_P7	NSCLC	tumor_like	tumor_like	COL1A1	ITGA2	ECM-integrin	0.892717	medium_pilot_v3	False	True	0					0.9363519205555557	
no_annotation	206	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.892087	medium_pilot_v3	False	True	1					0.9356519	
no_annotation	207	GSE292299|GSM8855713_NSCLC_P11|tumor_like|tumor_like|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855713_NSCLC_P11	NSCLC	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.891726	medium_pilot_v3	False	True	1					0.9352514700000001	
no_annotation	208	GSE283052|GSM8655166_P17|tumor_like|tumor_like|HBEGF|EGFR|EGF/ERBB	GSE283052	GSM8655166_P17	colorectal cancer	tumor_like	tumor_like	HBEGF	EGFR	EGF/ERBB	0.891658	high_pilot_v3	True	True	1					0.9351754199999999	
no_annotation	209	GSE292299|GSM8855704_NSCLC_P2|immune|tumor_like|SPP1|CD44|SPP1	GSE292299	GSM8855704_NSCLC_P2	NSCLC	immune	tumor_like	SPP1	CD44	SPP1	0.891612	medium_pilot_v3	False	True	0					0.9351240883333333	
no_annotation	210	GSE292299|GSM8855709_NSCLC_P7|stroma_fibroblast|stroma_fibroblast|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855709_NSCLC_P7	NSCLC	stroma_fibroblast	stroma_fibroblast	JAG1	NOTCH2	NOTCH	0.891416	medium_pilot_v3	False	True	1					0.9349071633333333	
no_annotation	211	GSE292299|GSM8855712_NSCLC_P10|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE292299	GSM8855712_NSCLC_P10	NSCLC	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.891241	medium_pilot_v3	False	True	1					0.9347118316666668	
no_annotation	212	GSE292299|GSM8855713_NSCLC_P11|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE292299	GSM8855713_NSCLC_P11	NSCLC	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.891029	medium_pilot_v3	False	True	0					0.9344769322222223	
no_annotation	213	GSE292299|GSM8855703_NSCLC_P1|tumor_like|tumor_like|VEGFA|KDR|VEGF	GSE292299	GSM8855703_NSCLC_P1	NSCLC	tumor_like	tumor_like	VEGFA	KDR	VEGF	0.890949	medium_pilot_v3	False	True	0					0.93438732	
no_annotation	214	GSE292299|GSM8855719_DLBCL_P1|immune|immune|TGFB1|TGFBR1|TGFB	GSE292299	GSM8855719_DLBCL_P1	DLBCL	immune	immune	TGFB1	TGFBR1	TGFB	0.890526	high_pilot_v3	True	True	0					0.9339177416666667	
no_annotation	215	GSE300445|GSM9060734_AdjIII-0113|tumor_like|tumor_like|JAG1|NOTCH2|NOTCH	GSE300445	GSM9060734_AdjIII-0113	melanoma	tumor_like	tumor_like	JAG1	NOTCH2	NOTCH	0.890435	medium_pilot_v3	False	True	1					0.9338172116666666	
no_annotation	216	GSE300445|GSM9060733_AdjIII-0022|stroma_fibroblast|stroma_fibroblast|CXCL12|CXCR4|CXCL chemokine	GSE300445	GSM9060733_AdjIII-0022	melanoma	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.890357	medium_pilot_v3	False	True	0					0.9337303533333332	
